date,card_number,business_or_person_original,category_original,debit,credit,business_or_person,category,sequence
2022-03-12,5739,tst* pizza johny s,dining,9.71,,tst* pizza johny s,dining,1
2022-03-12,5739,sq *crema gourmet espr,dining,4.41,,sq *crema gourmet espr,dining,1
2022-03-12,5739,sq *crema gourmet espr,dining,15.14,,sq *crema gourmet espr,dining,1
2022-03-12,5739,sq *crema gourmet espr,dining,4.41,,sq *crema gourmet espr,dining,2
2022-03-12,5739,sq *cafe grumpy - cora,dining,10.16,,sq *cafe grumpy - cora,dining,1
2022-03-07,5739,publix #550,merchandise,76.78,,publix ,groceries,1
2022-03-05,5739,total wine and more,merchandise,55.06,,total wine and more,groceries,1
2022-03-05,5739,publix #261,merchandise,27.42,,publix ,groceries,1
2022-02-26,5739,publix supermarkets #1,merchandise,129.23,,publix supermarkets ,groceries,1
2022-02-22,5739,hudsonnews  st1247,merchandise,3.99,,hudsonnews  st,merchandise,1
2022-02-22,5739,jackson market,dining,25.67,,jackson market,dining,1
2022-02-21,5739,vons #2400,merchandise,23.85,,vons ,merchandise,1
2022-02-21,5739,javan,dining,25.9,,javan,dining,1
2022-02-21,5739,sq *copper top bbq,dining,21.04,,sq *copper top bbq,dining,1
2022-02-20,5739,tst* salsas taqueria -,dining,21.73,,tst* salsas taqueria -,dining,1
2022-02-19,5739,el charro taqueria llc,dining,18.62,,el charro taqueria llc,dining,1
2022-02-19,5739,mammoth mtn food,dining,57.0,,mammoth mtn food,dining,1
2022-02-19,5739,mammoth mtn food,dining,22.34,,mammoth mtn food,dining,1
2022-02-19,5739,vons #2400,merchandise,48.7,,vons ,merchandise,1
2022-02-18,5739,jersey mikes 20314,dining,11.38,,jersey mikes ,dining,1
2022-02-18,5739,the spot cafe and loun,dining,17.25,,the spot cafe and loun,dining,1
2022-02-17,5739,mulberry street pizzer,dining,19.7,,mulberry street pizzer,dining,1
2022-02-18,5739,chevron 0207950,gas/automotive,15.96,,chevron ,car/bike/metro,1
2022-02-18,5739,chevron 0207950,gas/automotive,9.97,,chevron ,car/bike/metro,1
2022-02-17,5739,four season the blvd,dining,40.3,,four season the blvd,dining,1
2022-02-18,5739,katsuya hollywood,dining,45.99,,katsuya hollywood,dining,1
2022-02-17,5739,papi tacos & churros,dining,5.01,,papi tacos & churros,dining,1
2022-02-17,5739,papi tacos & churros,dining,25.67,,papi tacos & churros,dining,1
2022-02-17,5739,the spot cafe and loun,dining,10.75,,the spot cafe and loun,dining,1
2022-02-17,5739,the spot cafe and loun,dining,7.75,,the spot cafe and loun,dining,1
2022-02-12,5739,chick-fil-a #04268,dining,12.34,,chick-fil-a ,dining,1
2022-02-09,5739,publix #550,merchandise,133.19,,publix ,groceries,1
2022-02-05,5739,deli lane cafe and tav,dining,17.39,,deli lane cafe and tav,dining,1
2022-02-05,5739,sq *la santa taqueria,dining,13.42,,sq *la santa taqueria,dining,1
2022-02-05,5739,sq *the wharf miami ca,dining,15.86,,sq *the wharf miami ca,dining,1
2022-02-04,5739,glf*miccosukeegolf,entertainment,9.0,,glf*miccosukeegolf,entertainment,1
2022-01-30,5739,taco bell 001700171082,dining,16.97,,taco bell ,dining,1
2022-12-29,3363,apple.com/bill,merchandise,59.99,,apple.com/bill,merchandise,1
2022-12-27,3363,lufthan   02204002940229,airfare,75.0,,lufthan   ,travel,1
2022-12-26,3363,reef 21092800,gas/automotive,45.0,,reef ,car/bike/metro,1
2022-12-27,3363,shell oil 57544409907,gas/automotive,37.98,,shell oil ,car/bike/metro,1
2022-12-27,3363,7 corners wct travel i,insurance,318.57,, corners wct travel i,insurance,1
2022-12-23,3363,reef 21092800,gas/automotive,6.0,,reef ,car/bike/metro,1
2022-12-23,3363,wynwood walls llc,merchandise,10.7,,wynwood walls llc,entertainment,1
2022-12-23,3363,commercial pay vacuums,gas/automotive,2.0,,commercial pay vacuums,car/bike/metro,1
2022-12-22,3363,killian green golf clu,merchandise,103.0,,killian green golf clu,entertainment,1
