date,card_number,business_or_person_original,category_original,debit,credit,business_or_person,category,sequence
2023-06-02,8035.0,billa dankt,merchandise,17.98,,billa dankt,groceries,1
2023-05-31,5739.0,wiener linien 2164,other travel,2.79,,wiener linien ,car/bike/metro,1
2023-05-31,5739.0,kuhls bar,dining,10.75,,kuhls bar,dining,1
2023-05-31,5739.0,billa dankt,merchandise,8.25,,billa dankt,groceries,1
2023-05-31,8035.0,bipa dankt,merchandise,25.55,,bipa dankt,groceries,1
2023-05-30,5739.0,wiener linien 2393,other travel,2.79,,wiener linien ,car/bike/metro,1
2023-05-30,5739.0,obi bau- und heimwerke,merchandise,39.68,,obi bau- und heimwerke,home,1
2023-05-29,3363.0,tier mobility se,other travel,4.51,,tier mobility se,car/bike/metro,1
2023-05-28,3363.0,amzn mktp de*c441v1jt5,merchandise,100.07,,amzn mktp de*cvjt,merchandise,1
2023-05-27,3363.0,tier mobility se,other travel,2.58,,tier mobility se,car/bike/metro,1
2023-05-27,5739.0,burger boutique,dining,17.22,,burger boutique,dining,1
2023-05-27,5739.0,hernals. kebap pizza,dining,5.38,,hernals. kebap pizza,dining,1
2023-05-27,5739.0,billa dankt,merchandise,39.97,,billa dankt,groceries,1
2023-05-27,5739.0,lidl dankt 496,merchandise,17.21,,lidl dankt ,groceries,1
2023-05-27,3363.0,ikea austria onlinesho,merchandise,94.56,,ikea austria onlinesho,home,1
2023-05-26,5739.0,bushplanet clones,health care,16.15,,bushplanet clones,entertainment,1
2023-05-26,5739.0,billa dankt,merchandise,4.29,,billa dankt,groceries,1
2023-05-26,5739.0,obi bau- und heimwerke,merchandise,34.17,,obi bau- und heimwerke,home,1
2023-05-26,5739.0,sewa fil.14,merchandise,16.14,,sewa fil.,merchandise,1
2023-05-25,3363.0,tier mobility se,other travel,1.94,,tier mobility se,car/bike/metro,1
2023-05-25,5739.0,wiener linien 786,other travel,2.59,,wiener linien ,car/bike/metro,1
2023-05-25,5739.0,wiener linien 2393,other travel,2.81,,wiener linien ,car/bike/metro,1
2023-05-24,5739.0,billa dankt,merchandise,3.99,,billa dankt,groceries,1
2023-05-23,3363.0,tier mobility se,other travel,0.65,,tier mobility se,car/bike/metro,1
2023-05-23,8035.0,billa dankt,merchandise,13.26,,billa dankt,groceries,1
2023-05-23,5739.0,billa dankt,merchandise,10.48,,billa dankt,groceries,1
2023-05-23,8035.0,bipa dankt,merchandise,6.91,,bipa dankt,groceries,1
2023-05-22,5739.0,gelateria la romana,dining,7.58,,gelateria la romana,dining,1
2023-05-22,5739.0,joe&joe vienna,lodging,9.1,,joe&joe vienna,dining,1
2023-05-21,3363.0,tier mobility se,other travel,1.52,,tier mobility se,car/bike/metro,1
2023-05-21,5739.0,weingut wieninger,dining,123.98,,weingut wieninger,dining,1
2023-05-20,5739.0,joseph brot,dining,17.24,,joseph brot,dining,1
2023-05-20,5739.0,l amour du pain,dining,19.81,,l amour du pain,dining,1
2023-05-19,3363.0,nextbikeatvienna,other travel,1.09,,nextbikeatvienna,car/bike/metro,1
2023-05-19,5739.0,med and law,dining,2.39,,med and law,dining,1
2023-05-19,5739.0,med and law,dining,10.42,,med and law,dining,1
2023-05-19,5739.0,billa dankt,merchandise,87.35,,billa dankt,groceries,1
2023-05-19,3363.0,hervis fil.308102500,merchandise,32.54,,hervis fil.,merchandise,1
2023-05-19,3363.0,yesss.at,merchandise,21.7,,yesss.at,utilities,1
2023-05-18,5739.0,kaiserpavillon,dining,46.77,,kaiserpavillon,dining,1
2023-05-18,3363.0,schönbrunner tiergarte,entertainment,84.83,,schönbrunner tiergarte,entertainment,1
2023-05-17,5739.0,joseph brot,dining,10.91,,joseph brot,dining,1
2023-05-17,8035.0,k und k hoflieferanten,dining,52.35,,k und k hoflieferanten,dining,1
2023-05-17,5739.0,vanini1871 swiss choco,dining,3.48,,vanini swiss choco,dining,1
2023-05-16,5739.0,cafe restaurant khm,dining,63.18,,cafe restaurant khm,dining,1
2023-05-16,5739.0,hernals. kebap pizza,dining,28.32,,hernals. kebap pizza,dining,1
2023-05-16,5739.0,offerl schottengasse,dining,8.93,,offerl schottengasse,dining,1
2023-05-16,3363.0,khm-museumsverband onl,merchandise,68.62,,khm-museumsverband onl,entertainment,1
2023-05-16,5739.0,interspar dankt 8200,merchandise,104.59,,interspar dankt ,groceries,1
2023-05-15,5739.0,loja portuguez,other travel,2.41,,loja portuguez,car/bike/metro,1
2023-05-15,5739.0,rasthaus rohrhaus,dining,43.75,,rasthaus rohrhaus,dining,1
2023-05-15,8035.0,billa dankt,merchandise,30.64,,billa dankt,groceries,1
2023-05-15,5739.0,billa dankt,merchandise,9.7,,billa dankt,groceries,1
2023-05-15,8035.0,7127 wien,merchandise,11.13,, wien,merchandise,1
2023-05-14,3363.0,wiener linien 229,other travel,2.63,,wiener linien ,car/bike/metro,1
2023-05-14,3363.0,oebb ticket automat,other travel,56.11,,oebb ticket automat,travel,1
2023-05-13,8035.0,billa dankt,merchandise,30.59,,billa dankt,groceries,1
2023-05-13,3363.0,chatterbug learning,other,153.13,,chatterbug learning,learning,1
2023-05-12,5739.0,billa dankt,merchandise,37.6,,billa dankt,groceries,1
2023-05-12,5739.0,spar dankt 4260,merchandise,23.03,,spar dankt ,groceries,1
2023-05-12,3363.0,obi bau- und heimwerke,merchandise,5.49,,obi bau- und heimwerke,home,1
2023-05-12,3363.0,amzn mktp de*ly8pk6xc5,merchandise,205.04,,amzn mktp de*lypkxc,merchandise,1
2023-05-11,3363.0,ikea europaplatz,merchandise,113.33,,ikea europaplatz,home,1
2023-05-09,5739.0,billa dankt,merchandise,62.39,,billa dankt,groceries,1
2023-05-09,5739.0,interspar dankt 8730,merchandise,3.86,,interspar dankt ,groceries,1
2023-05-08,3363.0,vivobarefoot,merchandise,182.32,,vivobarefoot,exercise,1
2023-05-08,5739.0,dm-fil. 0002,merchandise,2.43,,dm-fil. ,groceries,1
2023-05-06,5739.0,bubble king,dining,6.52,,bubble king,dining,1
2023-05-06,5739.0,joseph brot,dining,9.78,,joseph brot,dining,1
2023-05-06,5739.0,motto brot,dining,5.41,,motto brot,dining,1
2023-05-06,5739.0,the lala neubaugasse,dining,5.97,,the lala neubaugasse,dining,1
2023-05-06,5739.0,spar dankt 4656,merchandise,0.83,,spar dankt ,groceries,1
2023-05-06,3363.0,thalia.at fil.6670,merchandise,45.14,,thalia.at fil.,learning,1
2023-05-06,3363.0,oebb ticket automat,other travel,2.65,,oebb ticket automat,travel,1
2023-05-05,5739.0,ramasuri,dining,26.52,,ramasuri,dining,1
2023-05-05,5739.0,billa dankt,merchandise,3.87,,billa dankt,groceries,1
2023-05-05,5739.0,veganista taborstras,merchandise,5.44,,veganista taborstras,merchandise,1
2023-05-04,8035.0,billa online shop,merchandise,226.93,,billa online shop,groceries,1
2023-05-04,5739.0,spar dankt 4727,merchandise,1.32,,spar dankt ,groceries,1
2023-05-04,3363.0,apple.com/bill,entertainment,0.99,,apple.com/bill,merchandise,1
2023-05-03,5739.0,interspar dankt 8730,merchandise,31.46,,interspar dankt ,groceries,1
2023-05-03,8035.0,antikhandel emil,merchandise,66.05,,antikhandel emil,merchandise,1
2023-05-02,5739.0,eurospar dankt 4214,merchandise,56.67,,eurospar dankt ,groceries,1
2023-05-01,5739.0,mcdonalds 27,dining,12.15,,mcdonalds ,dining,1
2023-04-30,5739.0,manameierei,dining,77.33,,manameierei,dining,1
2023-04-29,5739.0,crazy khinkali,dining,12.15,,crazy khinkali,dining,1
2023-04-29,5739.0,motto brot,dining,5.41,,motto brot,dining,1
2023-04-29,3363.0,ikea europaplatz,merchandise,4.96,,ikea europaplatz,home,1
2023-04-28,5739.0,offerl wahringer,dining,7.75,,offerl wahringer,dining,1
2023-04-27,5739.0,billa dankt,merchandise,11.54,,billa dankt,groceries,1
2023-04-26,5739.0,the lala neubaugasse,dining,5.98,,the lala neubaugasse,dining,1
2023-04-26,5739.0,spar dankt 4144,merchandise,3.86,,spar dankt ,groceries,1
2023-04-26,3363.0,thalia.at fil.6670,merchandise,95.58,,thalia.at fil.,learning,1
2023-04-24,5739.0,billa dankt,merchandise,3.18,,billa dankt,groceries,1
2023-04-24,5739.0,billa dankt,merchandise,2.74,,billa dankt,groceries,1
2023-04-24,3363.0,kindle svcs*hf1ce7ta1,entertainment,17.0,,kindle svcs*hfceta,learning,1
2023-04-24,3363.0,kindle svcs*hf8xd0ll2,entertainment,18.0,,kindle svcs*hfxdll,learning,1
2023-04-23,5739.0,hernals. kebap pizza,dining,7.7,,hernals. kebap pizza,dining,1
2023-04-23,5739.0,joseph brot,dining,9.73,,joseph brot,dining,1
2023-04-23,5739.0,mjam gmbh_sbag-00cu,merchandise,33.26,,mjam gmbh_sbag-cu,dining,1
2023-04-23,3363.0,apple.com/bill,entertainment,4.99,,apple.com/bill,merchandise,1
2023-04-22,3363.0,canyon bicycles gmbh,merchandise,54.87,,canyon bicycles gmbh,exercise,1
2023-04-22,5739.0,bipa dankt,merchandise,56.05,,bipa dankt,groceries,1
2023-04-22,5739.0,meinl am graben fil. 1,merchandise,27.48,,meinl am graben fil. ,groceries,1
2023-04-22,5739.0,spar dankt 4825,merchandise,9.8,,spar dankt ,groceries,1
2023-04-22,3363.0,amzn mktp de*1p0b16om5,merchandise,50.07,,amzn mktp de*pbom,merchandise,1
2023-04-22,3363.0,georgian airways ltd,airfare,411.07,,georgian airways ltd,travel,1
2023-04-21,5739.0,sumup  *balthasar kaff,dining,8.79,,sumup  *balthasar kaff,dining,1
2023-04-21,5739.0,billa dankt,merchandise,39.6,,billa dankt,groceries,1
2023-04-20,5739.0,billa dankt,merchandise,15.12,,billa dankt,groceries,1
2023-04-19,3363.0,86e0f263-8d94-4746-901,merchandise,113.79,,ef-d--,merchandise,1
2023-04-18,5739.0,billa dankt,merchandise,8.99,,billa dankt,groceries,1
2023-04-17,5739.0,joseph brot,dining,5.48,,joseph brot,dining,1
2023-04-17,5739.0,sumup  *caffecouture,dining,4.21,,sumup  *caffecouture,dining,1
2023-04-17,5739.0,billa dankt,merchandise,12.6,,billa dankt,groceries,1
2023-04-17,5739.0,spar dankt 4886,merchandise,6.62,,spar dankt ,groceries,1
2023-04-15,3363.0,wiener linien 2307,other travel,2.88,,wiener linien ,car/bike/metro,1
2023-04-15,3363.0,ankerbrot,dining,8.64,,ankerbrot,dining,1
2023-04-15,5739.0,kent fünfhaus gastrono,dining,5.54,,kent fünfhaus gastrono,dining,1
2023-04-15,3363.0,stadthallenbad,entertainment,8.53,,stadthallenbad,entertainment,1
2023-04-15,3363.0,back market,merchandise,179.32,,back market,merchandise,1
2023-04-13,3363.0,wiener linien 171,other travel,2.64,,wiener linien ,car/bike/metro,1
2023-04-13,3363.0,wiener linien 164,other travel,5.28,,wiener linien ,car/bike/metro,1
2023-04-13,5739.0,gelateria la romana,dining,9.9,,gelateria la romana,dining,1
2023-04-13,5739.0,l amour du pain,dining,29.59,,l amour du pain,dining,1
2023-04-13,5739.0,starbucks,dining,10.23,,starbucks,dining,1
2023-04-13,5739.0,spar dankt 4656,merchandise,0.83,,spar dankt ,groceries,1
2023-04-13,3363.0,chatterbug learning,other,154.02,,chatterbug learning,learning,1
2023-04-13,3363.0,amzn mktp de*uq3kw83j5,merchandise,105.48,,amzn mktp de*uqkwj,merchandise,1
2023-04-13,3363.0,halfprice mariahilfer,merchandise,13.18,,halfprice mariahilfer,merchandise,1
2023-04-13,3363.0,tk maxx vienna,merchandise,40.66,,tk maxx vienna,merchandise,1
2023-04-12,3363.0,stadt wien ma 44 jörge,other services,5.68,,stadt wien ma  jörge,exercise,1
2023-04-12,8035.0,billa online shop,merchandise,189.1,,billa online shop,groceries,1
2023-04-11,5739.0,hernals. kebap pizza,dining,6.55,,hernals. kebap pizza,dining,1
2023-04-11,5739.0,billa dankt,merchandise,8.09,,billa dankt,groceries,1
2023-04-09,3363.0,wiener linien 228,other travel,2.63,,wiener linien ,car/bike/metro,1
2023-04-09,5739.0,le firin,dining,7.11,,le firin,dining,1
2023-04-09,8035.0,oberlaa konditorei-ger,dining,49.23,,oberlaa konditorei-ger,dining,1
2023-04-09,5739.0,the ritz carlton vienn,lodging,71.11,,the ritz carlton vienn,dining,1
2023-04-08,5739.0,billa dankt,merchandise,20.95,,billa dankt,groceries,1
2023-04-08,3363.0,multi trade handel,merchandise,381.79,,multi trade handel,merchandise,1
2023-04-07,3363.0,wiener linien 2300,other travel,2.84,,wiener linien ,car/bike/metro,1
2023-04-07,5739.0,cafe goldener papage,dining,29.51,,cafe goldener papage,dining,1
2023-04-07,5739.0,billa dankt,merchandise,8.37,,billa dankt,groceries,1
2023-04-06,5739.0,motto brot,dining,6.36,,motto brot,dining,1
2023-04-06,5739.0,billa dankt,merchandise,5.9,,billa dankt,groceries,1
2023-04-06,5739.0,interspar dankt 8730,merchandise,2.17,,interspar dankt ,groceries,1
2023-04-05,5739.0,oben,dining,5.49,,oben,dining,1
2023-04-05,5739.0,sumup  *am garbanzo g,merchandise,6.91,,sumup  *am garbanzo g,dining,1
2023-04-05,3363.0,stadt wien ma 44 jörge,other services,5.71,,stadt wien ma  jörge,exercise,1
2023-04-05,5739.0,billa dankt,merchandise,20.2,,billa dankt,groceries,1
2023-04-04,5739.0,joseph brot,dining,4.26,,joseph brot,dining,1
2023-04-04,5739.0,me group austria gmbh,other services,10.92,,me group austria gmbh,dining,1
2023-04-04,5739.0,interspar dankt 8730,merchandise,4.6,,interspar dankt ,groceries,1
2023-04-04,5739.0,spar dankt 4820,merchandise,4.52,,spar dankt ,groceries,1
2023-04-04,3363.0,apple.com/bill,entertainment,0.99,,apple.com/bill,merchandise,1
2023-04-02,5739.0,hernals. kebap pizza,dining,14.97,,hernals. kebap pizza,dining,1
2023-04-02,3363.0,stadt wien ma 44 jörge,other services,5.68,,stadt wien ma  jörge,exercise,1
2023-04-01,5739.0,gelateria la romana,dining,3.28,,gelateria la romana,dining,1
2023-04-01,5739.0,sumup  *balthasar kaf,dining,4.15,,sumup  *balthasar kaf,dining,1
2023-03-31,3363.0,stadt wien ma 44 jörge,other services,5.68,,stadt wien ma  jörge,exercise,1
2023-03-29,8035.0,billa online shop,merchandise,295.99,,billa online shop,groceries,1
2023-03-29,3363.0,obi bau- und heimwerke,merchandise,1.72,,obi bau- und heimwerke,home,1
2023-03-29,3363.0,7127 wien,merchandise,20.44,, wien,merchandise,1
2023-03-28,3363.0,stadt wien ma 44 jörge,other services,2.38,,stadt wien ma  jörge,exercise,1
2023-03-27,5739.0,billa dankt,merchandise,0.98,,billa dankt,groceries,1
2023-03-27,5739.0,billa dankt,merchandise,35.7,,billa dankt,groceries,1
2023-03-26,5739.0,kaffein zeitgeist,dining,26.16,,kaffein zeitgeist,dining,1
2023-03-25,5739.0,restaurant wilder ma,dining,21.8,,restaurant wilder ma,dining,1
2023-03-25,5739.0,billa dankt,merchandise,2.88,,billa dankt,groceries,1
2023-03-25,3363.0,amzn mktp de*j94o64cl5,merchandise,47.3,,amzn mktp de*jocl,merchandise,1
2023-03-24,5739.0,offerl schottengasse,dining,10.6,,offerl schottengasse,dining,1
2023-03-24,3363.0,uzr*bike 24 gmbh,merchandise,38.51,,uzr*bike  gmbh,exercise,1
2023-03-24,5739.0,billa dankt,merchandise,4.74,,billa dankt,groceries,1
2023-03-24,5739.0,meinl am graben fil. 1,merchandise,5.66,,meinl am graben fil. ,groceries,1
2023-03-23,3363.0,stadt wien ma 44 jörge,other services,5.62,,stadt wien ma  jörge,exercise,1
2023-03-23,5739.0,interspar dankt 8730,merchandise,19.48,,interspar dankt ,groceries,1
2023-03-21,3363.0,stadthallenbad,entertainment,8.26,,stadthallenbad,entertainment,1
2023-03-21,3363.0,amzn mktp de*2g1dg78y5,merchandise,305.24,,amzn mktp de*gdgy,merchandise,1
2023-03-20,3363.0,loja portuguez,other travel,3.74,,loja portuguez,car/bike/metro,1
2023-03-20,3363.0,spar dankt 4854,merchandise,7.18,,spar dankt ,groceries,1
2023-03-20,3363.0,amzn mktp de*1x7cq6vb4,merchandise,166.75,,amzn mktp de*xcqvb,merchandise,1
2023-03-19,5739.0,stadt wien ma 44 jörge,other services,5.55,,stadt wien ma  jörge,exercise,1
2023-03-18,5739.0,aycan supermarkt,merchandise,12.25,,aycan supermarkt,groceries,1
2023-03-18,5739.0,dm-fil. 0002,merchandise,13.93,,dm-fil. ,groceries,1
2023-03-17,5739.0,offerl wahringer,dining,6.17,,offerl wahringer,dining,1
2023-03-17,8035.0,billa online shop,merchandise,211.06,,billa online shop,groceries,1
2023-03-17,3363.0,italki hk limited,other,29.86,,italki hk limited,learning,1
2023-03-17,3363.0,blumen am kutschkermar,merchandise,42.55,,blumen am kutschkermar,merchandise,1
2023-03-15,5739.0,bartholomaeus apotheke,health care,7.36,,bartholomaeus apotheke,health care,1
2023-03-14,3363.0,stadthallenbad,entertainment,8.27,,stadthallenbad,entertainment,1
2023-03-14,5739.0,billa dankt,merchandise,17.25,,billa dankt,groceries,1
2023-03-13,5739.0,mcdonalds 27,dining,5.57,,mcdonalds ,dining,1
2023-03-13,5739.0,billa dankt,merchandise,14.02,,billa dankt,groceries,1
2023-03-13,5739.0,billa dankt,merchandise,7.63,,billa dankt,groceries,1
2023-03-13,3363.0,chatterbug learning,other,442.01,,chatterbug learning,learning,1
2023-03-11,5739.0,rest beaver brewing,dining,21.4,,rest beaver brewing,dining,1
2023-03-11,5739.0,sumup  *grey kaffee,dining,8.88,,sumup  *grey kaffee,dining,1
2023-03-10,5739.0,felber hernals,dining,4.45,,felber hernals,dining,1
2023-03-09,5739.0,felber hernals,dining,2.28,,felber hernals,dining,1
2023-03-09,5739.0,interspar dankt 8730,merchandise,25.34,,interspar dankt ,groceries,1
2023-03-08,5739.0,burger boutique,dining,33.89,,burger boutique,dining,1
2023-03-07,5739.0,sumup  *grey kaffee,dining,4.17,,sumup  *grey kaffee,dining,1
2023-03-07,8035.0,billa online shop,merchandise,150.64,,billa online shop,groceries,1
2023-03-07,5739.0,interspar dankt 8730,merchandise,17.71,,interspar dankt ,groceries,1
2023-03-06,3363.0,amzn mktp de*1r4lj7zh4,merchandise,138.78,,amzn mktp de*rljzh,merchandise,1
2023-03-05,5739.0,hernals. kebap pizza,dining,6.38,,hernals. kebap pizza,dining,1
2023-03-05,3363.0,amzn mktp de*1r6d71l14,merchandise,451.71,,amzn mktp de*rdl,merchandise,1
2023-03-05,3363.0,federal express gmbh,other travel,21.42,,federal express gmbh,merchandise,1
2023-03-04,5739.0,billa dankt,merchandise,8.23,,billa dankt,groceries,1
2023-03-04,3363.0,apple.com/bill,entertainment,0.99,,apple.com/bill,merchandise,1
2023-03-04,3363.0,apple.com/bill,entertainment,4.99,,apple.com/bill,merchandise,1
2023-03-03,5739.0,bäckerei cafe felzl,dining,7.58,,bäckerei cafe felzl,dining,1
2023-03-03,5739.0,offerl mariahilfer s,dining,10.36,,offerl mariahilfer s,dining,1
2023-03-03,3363.0,der bergspezl,merchandise,4.26,,der bergspezl,exercise,1
2023-03-03,3363.0,der bergspezl,merchandise,13.87,,der bergspezl,exercise,1
2023-03-03,3363.0,steffl sport,merchandise,80.1,,steffl sport,exercise,1
2023-03-03,5739.0,billa dankt,merchandise,4.12,,billa dankt,groceries,1
2023-03-03,3363.0,steffl outlet,merchandise,139.9,,steffl outlet,merchandise,1
2023-03-02,5739.0,billa dankt,merchandise,3.95,,billa dankt,groceries,1
2023-03-02,5739.0,spar dankt 4656,merchandise,0.8,,spar dankt ,groceries,1
2023-03-02,3363.0,halfprice mariahilfer,merchandise,53.46,,halfprice mariahilfer,merchandise,1
2023-03-02,3363.0,paypal *enjoyyourca,merchandise,287.89,,paypal *enjoyyourca,merchandise,1
2023-03-01,5739.0,charlie p's,dining,22.46,,charlie p's,dining,1
2023-03-01,5739.0,billa dankt,merchandise,4.24,,billa dankt,groceries,1
2023-02-28,3363.0,stadt wien ma 44 jörge,other services,5.52,,stadt wien ma  jörge,exercise,1
2023-02-26,8035.0,billa online shop,merchandise,138.65,,billa online shop,groceries,1
2023-02-25,5739.0,funky izakaya,dining,47.77,,funky izakaya,dining,1
2023-02-25,5739.0,hernals. kebap pizza,dining,8.49,,hernals. kebap pizza,dining,1
2023-02-25,5739.0,joseph brot,dining,5.26,,joseph brot,dining,1
2023-02-25,5739.0,lao lao,dining,15.18,,lao lao,dining,1
2023-02-25,5739.0,mel & koffie,dining,8.23,,mel & koffie,dining,1
2023-02-25,5739.0,sumup  *caffecouture,dining,4.03,,sumup  *caffecouture,dining,1
2023-02-25,5739.0,billa dankt,merchandise,4.4,,billa dankt,groceries,1
2023-02-24,5739.0,sofi,dining,44.68,,sofi,dining,1
2023-02-24,3363.0,stadt wien ma 44 jörge,other services,5.53,,stadt wien ma  jörge,exercise,1
2023-02-22,3363.0,wiener linien 229,other travel,2.57,,wiener linien ,car/bike/metro,1
2023-02-22,5739.0,leburger mariahilfer,dining,24.61,,leburger mariahilfer,dining,1
2023-02-22,5739.0,sumup  *ichiban tea,dining,6.21,,sumup  *ichiban tea,dining,1
2023-02-22,5739.0,billa dankt,merchandise,3.09,,billa dankt,groceries,1
2023-02-21,3363.0,stadt wien ma 44 jörge,other services,5.57,,stadt wien ma  jörge,exercise,1
2023-02-21,5739.0,billa dankt,merchandise,43.93,,billa dankt,groceries,1
2023-02-20,5739.0,billa dankt,merchandise,5.02,,billa dankt,groceries,1
2023-02-20,3363.0,ikea europaplatz,merchandise,44.95,,ikea europaplatz,home,1
2023-02-19,5739.0,frau mayer,dining,4.71,,frau mayer,dining,1
2023-02-18,5739.0,frau mayer,dining,40.44,,frau mayer,dining,1
2023-02-18,5739.0,manameierei,dining,19.26,,manameierei,dining,1
2023-02-18,5739.0,billa dankt,merchandise,3.18,,billa dankt,groceries,1
2023-02-18,8035.0,eurospar dankt 4214,merchandise,11.4,,eurospar dankt ,groceries,1
2023-02-18,5739.0,eurospar dankt 4214,merchandise,56.1,,eurospar dankt ,groceries,1
2023-02-17,3363.0,stadt wien ma 44 jörge,other services,5.58,,stadt wien ma  jörge,exercise,1
2023-02-17,5739.0,billa dankt,merchandise,64.06,,billa dankt,groceries,1
2023-02-16,5739.0,sumup  *crispy dream,dining,3.76,,sumup  *crispy dream,dining,1
2023-02-15,5739.0,sumup  *eissalon dolce,dining,26.91,,sumup  *eissalon dolce,dining,1
2023-02-15,5739.0,vap restaurants gmbh,dining,35.87,,vap restaurants gmbh,dining,1
2023-02-15,5739.0,billa dankt,merchandise,3.23,,billa dankt,groceries,1
2023-02-15,5739.0,billa dankt,merchandise,5.59,,billa dankt,groceries,1
2023-02-15,8035.0,billa online shop,merchandise,63.28,,billa online shop,groceries,1
2023-02-15,3363.0,dm-fil. 0937,merchandise,15.02,,dm-fil. ,groceries,1
2023-02-14,3363.0,wiener linien 2290,other travel,2.79,,wiener linien ,car/bike/metro,1
2023-02-14,5739.0,offerl wahringer,dining,15.03,,offerl wahringer,dining,1
2023-02-14,5739.0,yamm|,dining,54.03,,yamm|,dining,1
2023-02-14,3363.0,stadt wien ma 44 jörge,other services,5.58,,stadt wien ma  jörge,exercise,1
2023-02-14,5739.0,billa dankt,merchandise,4.06,,billa dankt,groceries,1
2023-02-14,5739.0,denn s wien mariahstr,merchandise,24.22,,denn s wien mariahstr,merchandise,1
2023-02-14,3363.0,internetstores,merchandise,112.97,,internetstores,merchandise,1
2023-02-13,3363.0,chatterbug learning,other,430.54,,chatterbug learning,learning,1
2023-02-13,3363.0,italki hk limited,other,12.2,,italki hk limited,learning,1
2023-02-12,3363.0,stadt wien ma 44 jörge,other services,5.6,,stadt wien ma  jörge,exercise,1
2023-02-11,5739.0,billa dankt,merchandise,45.37,,billa dankt,groceries,1
2023-02-10,5739.0,jonas reindl,dining,7.34,,jonas reindl,dining,1
2023-02-10,5739.0,joseph brot,dining,12.51,,joseph brot,dining,1
2023-02-10,5739.0,sumup  *empress eu,dining,4.1,,sumup  *empress eu,dining,1
2023-02-10,5739.0,ikea europaplatz,merchandise,2.8,,ikea europaplatz,home,1
2023-02-10,5739.0,hm at0027,merchandise,8.62,,hm at,merchandise,1
2023-02-10,5739.0,jack&jones wien,merchandise,16.18,,jack&jones wien,merchandise,1
2023-02-10,5739.0,zara 3113,merchandise,10.74,,zara ,merchandise,1
2023-02-09,5739.0,chef express s.p.a.,dining,4.42,,chef express s.p.a.,dining,1
2023-02-09,5739.0,chef express s.p.a.,dining,10.34,,chef express s.p.a.,dining,1
2023-02-09,5739.0,obica' mozzarella bar,dining,4.85,,obica' mozzarella bar,dining,1
2023-02-09,5739.0,gruppo argenta s.p.a.,merchandise,2.15,,gruppo argenta s.p.a.,merchandise,1
2023-02-08,8035.0,autostradale srl,other travel,51.58,,autostradale srl,car/bike/metro,1
2023-02-08,8035.0,cless ticket atm milan,other travel,2.37,,cless ticket atm milan,car/bike/metro,1
2023-02-08,5739.0,autogrill 7175,dining,5.37,,autogrill ,dining,1
2023-02-08,5739.0,camparino srl,dining,51.69,,camparino srl,dining,1
2023-02-08,5739.0,starbucks,dining,11.28,,starbucks,dining,1
2023-02-08,5739.0,suerte srl,dining,13.43,,suerte srl,dining,1
2023-02-08,5739.0,suerte srl,dining,19.34,,suerte srl,dining,1
2023-02-08,5739.0,la rinascente duomo 26,merchandise,5.37,,la rinascente duomo ,merchandise,1
2023-02-08,5739.0,luini srl,merchandise,9.67,,luini srl,merchandise,1
2023-02-08,5739.0,luini srl,merchandise,6.34,,luini srl,merchandise,1
2023-02-08,5739.0,marchesi 1824 s.r.l.,merchandise,11.28,,marchesi  s.r.l.,merchandise,1
2023-02-07,5739.0,stadt wien ma 44 jörge,other services,5.62,,stadt wien ma  jörge,exercise,1
2023-02-06,5739.0,der mann - backwaren 9,dining,3.72,,der mann - backwaren ,dining,1
2023-02-05,5739.0,the ritz carlton vienn,lodging,70.02,,the ritz carlton vienn,dining,1
2023-02-05,3363.0,stadt wien ma 44 jörge,other services,5.69,,stadt wien ma  jörge,exercise,1
2023-02-04,5739.0,uber *trip help.uber.c,other travel,11.78,,uber *trip help.uber.c,car/bike/metro,1
2023-02-04,5739.0,pizzeria angolo 22,dining,47.04,,pizzeria angolo ,dining,1
2023-02-04,5739.0,schwirtz,dining,19.69,,schwirtz,dining,1
2023-02-04,8035.0,billa online shop,merchandise,107.32,,billa online shop,groceries,1
2023-02-04,3363.0,apple.com/bill,entertainment,0.99,,apple.com/bill,merchandise,1
2023-02-02,3363.0,stadt wien ma 44 jörge,other services,5.68,,stadt wien ma  jörge,exercise,1
2023-02-02,5739.0,billa dankt,merchandise,32.16,,billa dankt,groceries,1
2023-02-01,8035.0,mel & koffie,dining,12.01,,mel & koffie,dining,1
2023-02-01,5739.0,mel & koffie,dining,4.29,,mel & koffie,dining,1
2023-02-01,3363.0,mountainbiker,merchandise,157.6,,mountainbiker,exercise,1
2023-02-01,8035.0,dm-fil. 0002,merchandise,32.82,,dm-fil. ,groceries,1
2023-02-01,3363.0,espressorado,merchandise,27.61,,espressorado,merchandise,1
2023-02-01,3363.0,libro fil.1818,merchandise,5.75,,libro fil.,merchandise,1
2023-01-31,3363.0,stadt wien ma 44 jörge,other services,5.68,,stadt wien ma  jörge,exercise,1
2023-01-31,3363.0,amazon.de,other,42.86,,amazon.de,merchandise,1
2023-01-30,3363.0,etsy.com - ikechop,professional services,74.2,,etsy.com - ikechop,home,1
2023-01-30,3363.0,westwingnow.de 8965143,merchandise,115.52,,westwingnow.de ,home,1
2023-01-30,3363.0,ryanair0000000000cfrk5g0,airfare,142.93,,ryanaircfrkg,travel,1
2023-01-29,8035.0,adlerhof,dining,31.62,,adlerhof,dining,1
2023-01-29,5739.0,park hyatt vienna f&b,lodging,62.91,,park hyatt vienna f&b,dining,1
